"OBSID1" "OBSID2" "STUDYID" "CRN_SUBCMP" "IGSNID" "DBDOI" "DBVERNO" "SMPID" "SITEID" "METASITEID" "CNTRY" "REGION_INT" "REGION_REG" "DIV_ADMIN" "DIV_OTHER" "ISL_NAME" "LAKE" "BASIN" "AHGFL1" "AHGFL2" "RIVNAME" "RIVDIV" "IBRACODE" "IBRAREGION" "X_WGS84" "Y_WGS84" "CORDS_ELEV" "ELEVATION" "SITE_COMMT" "REFDBID" "OAID" "AUTHOR" "PUBYEAR" "REFID" "REFDOI" "MATERIAL" "SIZEMIN" "SIZEMAX" "PROJEPSGID" "PROJECTION" "AREA" "ELEV_AVE" "ELEV_STD" "SLP_AVE" "SLP_STD" "SMP_DAY" "SMP_MONTH" "SMP_YEAR" "SMP_COMMT" "BE10NP" "BE10NP_ERR" "BE10EP" "BE10EP_ERR" "BESTND" "BECORR" "BEAMS" "BE10NC" "BE10NC_ERR" "BEPROD" "BETOPO" "BESELF" "BESNOW" "BETOTS" "EBE_GCMYR" "ERRBE_AMS" "ERRBE_MUON" "ERRBE_PROD" "ERRBE_TOT" "EBE_MMKYR" "EBE_ERR" "AL26NP" "AL26NP_ERR" "AL26EP" "AL26EP_ERR" "ALSTND" "ALCORR" "ALAMS" "AL26NC" "AL26NC_ERR" "ALPROD" "ALTOPO" "ALSELF" "ALSNOW" "ALTOTS" "EAL_GCMYR" "ERRAL_AMS" "ERRAL_MUON" "ERRAL_PROD" "ERRAL_TOT" "EAL_MMKYR" "EAL_ERR" "layer" "path" "P" "Nneutrons" "Nmuons" "E1" "E2" "E3"
"S284WTS005" "TLB-05" "S284" "AUS" NA "TBA" 2 "CRNSM04557" "CRNST04062a" NA "AUS" "Lachlan River" "AUS" "AU-NSW" NA NA NA "Humes Creek" "MDB" "MDB_13" "Lachlan River" "Murray-Darling Basin" "SEH" "South Eastern Highlands" 149.374604 -34.64038 "INTP_ND" -9999.99 NA "Portenga:2016burning" "OAID-000130" "Portenga" 2016 "Geology_44" "10.1130/G37257.1" "Sa" 250 850 32755 "WGS84_UTM_55S" 52.72 872.67 44.54 56.97 34.43 -9999 -9999 -9999 NA 620000 14000 9 0.7 "07KNSTD" 1 "SUERC" 620000 14000 1.746 1 1 1 1.745 0.002 5e-05 0.00013 4e-04 0.00043 7.54 1.61 -9999 -9999 -9999 -9999 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 912.694639147799 1.79208474323366 1.33243343246236 6.99818363517173 8.51049152613692 7.4321705828597
"S284WTS001" "TLB-01" "S284" "AUS" NA "TBA" 2 "CRNSM04553" "CRNST04058a" NA "AUS" "Murrumbidgee River" "AUS" "AU-NSW" NA NA NA "Spring Flat Creek" "MDB" "MDB_12" "Murrumbidgee River" "Murray-Darling Basin" "SEH" "South Eastern Highlands" 149.21314 -35.061003 "INTP_ND" -9999.99 NA "Portenga:2016burning" "OAID-000130" "Portenga" 2016 "Geology_44" "10.1130/G37257.1" "Sa" 250 850 32755 "WGS84_UTM_55S" 48.96 646.14 39.2 52.62 38.69 -9999 -9999 -9999 NA 795000 31000 5.8 0.5 "07KNSTD" 1 "SUERC" 795000 31000 1.48 1 1 1 1.479 0.00129 6e-05 8e-05 0.00027 0.00029 4.85 1.08 -9999 -9999 -9999 -9999 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 937.983604294573 1.51587286959976 1.20596334968217 4.61651374456014 5.68397806376617 4.7784326783896
"S281WTS024" "LOC-15MC" "S281" "AUS" NA "TBA" 2 "CRNSM04460" "CRNST03990a" NA "AUS" "Brisbane River" "AUS" "AU-QLD" NA NA NA "15 Mile Creek" "NEC" "NEC_43" "Brisbane River" "North East Coast" "SEQ" "South Eastern Queensland" 152.098706 -27.453008 "INTP_ND" -9999.99 NA "Codilean:2021margin" "OAID-000032" "Codilean" 2021 "Earth-Sci_Rev_214" "10.1016/j.earscirev.2021.103543" "Sa" 250 500 32755 "WGS84_UTM_55S" 57.61 481 113.28 125.4 67.91 -9999 -9999 -9999 NA 124008 3969 27.33 6.46 "07KNSTD" 1 "ANSTO" 124008 3969 1.128 0.998 1 1 1.126 0.00724 0.00024 0.00082 0.00148 0.00171 27.33 6.46 777746 47217 32.5 7.51 "KNSTD" 1 "ANSTO" 777746 47217 1.128 0.998 1 1 1.126 0.00861 0.00055 0.00073 0.00177 0.00199 32.5 7.51 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 956.774400307373 1.15456858705573 1.00209795633175 22.5417960087468 28.2283197904367 26.7545997462196
"S132WTS003" "QLD 3" "S132" "AUS" NA "10.4225/48/5a836cdfac9b5" 1 "CRNSM02410" "CRNST02164a" NA "AUS" "Queensland" "AUS" "AU-QLD" NA NA NA "Barron Riv." "NEC" "NEC_10" "Barron River" "North East Coast" "WET" "Wet Tropics" 145.67748 -16.963336 "INTP_ND" -9999.99 NA "Nichols:2014barron" "OAID-000114" "Nichols" 2014 "Geomorphology_224" "10.1016/j.geomorph.2014.07.019" "Sa" 250 850 32755 "WGS84_UTM_55S" 55.18 580.11 189.71 241.99 145.4 -9999 -9999 -9999 NA 102000 3000 41.8 2.9 "07KNSTD" 1 "LLNL-CAMS" 102000 3000 1.014 0.992 1 1 1.006 0.00803 0.00025 0.001 0.00166 0.00195 30.31 7.37 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 945.46076595728 1.01182119020582 0.865846977132262 24.017183708326 29.990662964546 28.5377919013004
"S284WTS009" "TLB-09" "S284" "AUS" NA "TBA" 2 "CRNSM04561" "CRNST04066a" NA "AUS" "Murrumbidgee River" "AUS" "AU-NSW" NA NA NA "Urialla Creek" "MDB" "MDB_12" "Murrumbidgee River" "Murray-Darling Basin" "SEH" "South Eastern Highlands" 149.299441 -35.535099 "INTP_ND" -9999.99 NA "Portenga:2016burning" "OAID-000130" "Portenga" 2016 "Geology_44" "10.1130/G37257.1" "Sa" 250 850 32755 "WGS84_UTM_55S" 37.41 946.92 109.59 150.92 97.26 -9999 -9999 -9999 NA 561000 13000 10.8 0.9 "07KNSTD" 1 "SUERC" 561000 13000 1.892 0.997 1 1 1.886 0.0024 6e-05 0.00015 0.00048 0.00051 9.07 1.91 -9999 -9999 -9999 -9999 NA 0 "SUERC" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 904.526867818924 1.93019652839314 1.39219381365675 8.33023302470009 10.0765506002606 9.00856410140764
"S031WTS005" "DCF01" "S031" "AUS" NA "10.4225/48/5a836cdfac9b5" 1 "CRNSM00566" "CRNST00487a" NA "AUS" "Flinders Ranges (SA)" "AUS" "AU-SA" NA NA NA "Depot Crk." "SAG" "SAG_08" "Lake Torrens-Mambray Coast" "South Australian Gulf" "FLB" "Flinders Lofty Block" 137.932442 -32.229988 "INTP_ND" -9999.99 NA "Quigley:2007intraplate" "OAID-000132" "Quigley" 2007 "Earth_Planet_Sc_Lett_261" "10.1016/j.epsl.2007.06.020" "SaGr" 90 30000 32753 "WGS84_UTM_53S" 38.93 512.28 98.67 194.48 124.1 -9999 -9999 -9999 NA 164000 13000 26.6 2.5 "NIST_30000" 0.9313 "ANU" 152733 12107 1.266 0.995 1 1 1.26 0.00645 0.00054 0.00066 0.00131 0.00156 24.35 5.89 -9999 -9999 -9999.99 -9999.99 NA 0 "ANU" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 953.191941459318 1.29819602254459 1.09622302843944 20.579076102954 25.6297860135006 24.1779232222723
"S231WTS013" "BG21" "S231" "AUS" NA "TBA" 2 "CRNSM04547" "CRNST04052a" NA "AUS" "Bega Riv." "AUS" "AU-NSW" NA NA NA "Polacks Flat Creek" "SEN" "SEN_19" "Bega River" "South East Coast (NSW)" "SEC" "South East Corner" 149.600641 -36.634346 "INTP_ND" -9999.99 NA "Godard:2019escarpment" "OAID-000066" "Godard" 2019 "Earth_Planet_Sc_Lett_506" "10.1016/j.epsl.2018.11.017" "Sa" 250 1000 32756 "WGS84_UTM_56S" 28.32 418.26 200.11 261.02 207.79 -9999 -9999 -9999 NA 117800 10200 31.8 4.2 "07KNSTD" 1 "ASTER" 117800 10200 1.282 0.983 1 1 1.258 0.00844 0.00076 9e-04 0.0017 0.00207 31.84 7.8 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 963.99280135599 1.29616023649906 1.1023583864274 26.639856736323 33.2249799672863 31.655641127963
"S231WTS016" "BG25" "S231" "AUS" NA "TBA" 2 "CRNSM04550" "CRNST04055a" NA "AUS" "Bega Riv." "AUS" "AU-NSW" NA NA NA "Nunnock River" "SEN" "SEN_19" "Bega River" "South East Coast (NSW)" "SEC" "South East Corner" 149.502263 -36.61388 "INTP_ND" -9999.99 NA "Godard:2019escarpment" "OAID-000066" "Godard" 2019 "Earth_Planet_Sc_Lett_506" "10.1016/j.epsl.2018.11.017" "Sa" 250 1000 32756 "WGS84_UTM_56S" 27.68 834.2 251.48 159.67 118.59 -9999 -9999 -9999 NA 181300 13000 30.9 3.8 "07KNSTD" 1 "ASTER" 181300 13000 1.801 0.996 1 1 1.794 0.00748 0.00056 0.00059 0.00146 0.00167 28.23 6.31 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 916.949906737256 1.80649116884592 1.33858944563467 24.1243999611098 29.3200032002309 28.0368419358513
"S231WTS017" "BG26" "S231" "AUS" NA "TBA" 2 "CRNSM04551" "CRNST04056a" NA "AUS" "Bega Riv." "AUS" "AU-NSW" NA NA NA "Rutherford Creek" "SEN" "SEN_19" "Bega River" "South East Coast (NSW)" "SEC" "South East Corner" 149.475493 -36.598492 "INTP_ND" -9999.99 NA "Godard:2019escarpment" "OAID-000066" "Godard" 2019 "Earth_Planet_Sc_Lett_506" "10.1016/j.epsl.2018.11.017" "Sa" 250 1000 32756 "WGS84_UTM_56S" 25.26 965.69 162.42 159.67 109.79 -9999 -9999 -9999 NA 100200 11000 59 8.8 "07KNSTD" 1 "ASTER" 100200 11000 1.972 0.996 1 1 1.965 0.01495 0.00169 0.00118 0.00287 0.00353 56.41 13.32 -9999 -9999 -9999.99 -9999.99 NA 0 "ASTER" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 902.471500930935 1.99919007598966 1.42087570330188 48.3064193407512 58.2851374197529 56.8341197177188
"S007WTS001" "NR22" "S007" "AUS" NA "10.4225/48/5a836cdfac9b5" 1 "CRNSM00032" "CRNST00016a" NA "AUS" "SE Highlands (NSW)" "AUS" "AU-NSW" NA NA NA "Nunnock Riv." "SEN" "SEN_19" "Bega River" "South East Coast (NSW)" "SEC" "South East Corner" 149.483757 -36.614926 "INTP_ND" -9999.99 NA "Heimsath:2000retreating" "OAID-000074" "Heimsath" 2000 "Geology_28" "10.1130/0091-7613(2000)28<787:spoare>2.0.co;2" "Sa" 0 0 32755 "WGS84_UTM_55S" 22.69 931.75 162.4 153.02 109.54 -9999 -9999 -9999 NA 99630 19381 51.49 4.75 "KNSTD" 0.9042 "LLNL-CAMS" 90086 17525 1.928 0.997 1 1 1.924 0.01634 0.00336 0.00132 0.00313 0.00478 61.64 18.03 451400 28060 -9999.99 -9999.99 "ND" 0 "LLNL-CAMS" 451400 28060 1.928 0.997 1 1 1.924 0.02427 0.00154 0.00181 0.00467 0.00524 91.59 19.76 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 906.190793105511 1.94829358022611 1.39946103506899 52.3619217139293 63.2936768133402 61.8749024611198
"S162WTS004" "sample_4" "S162" "AUS" NA "10.4225/48/5a836cdfac9b5" 1 "CRNSM02910" "CRNST02618a" NA "AUS" "Queensland" "AUS" "AU-QLD" NA NA NA "Burdekin  Riv., upper" "NEC" "NEC_20" "Burdekin River" "North East Coast" "EIU" "Einasleigh Uplands" 146.497963 -19.91788 "INTP_ND" -9999.99 NA "Croke:2015burdekin" "OAID-000037" "Croke" 2015 "Geomorphology_241" "10.1016/j.geomorph.2015.04.003" "Sa" 125 1000 32755 "WGS84_UTM_55S" 28.26 281.2 14.33 19.53 8.33 -9999 -9999 -9999 NA 245000 11000 16.68 1.37 "07KNSTD" 1 "ANU" 245000 11000 0.828 1 1 1 0.828 0.00263 0.00013 0.00032 0.00058 0.00068 9.94 2.55 -9999 -9999 -9999.99 -9999.99 NA 0 "ANU" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 979.91537446886 0.833147290377799 0.777394920563099 8.23330460541233 10.4661672128302 9.12573080300352
"S280WTS003" "SnwCP" "S280" "AUS" NA "TBA" 2 "CRNSM04403" "CRNST03933a" NA "AUS" "Charlotte Pass (headwaters)" "AUS" "AU-NSW" NA NA NA "Snowy" "SEV" "SEV_02" "Snowy River" "South East Coast (Victoria)" "AUA" "Australian Alps" 148.31942 -36.43094 "INTP_ND" -9999.99 NA "Fulop:2020conveyor" "OAID-000652" "F�l�p" 2020 "Science_Adv_6" "10.1126/sciadv.aaz8845" "Sa" 250 500 32755 "WGS84_UTM_55S" 20.67 1968.04 80.11 145.83 88.86 -9999 -9999 -9999 NA 586610 31440 18.17 3.62 "07KNSTD" 1 "ANSTO" 586610 31440 4.003 0.997 1 1 3.989 0.00482 0.00027 0.00019 9e-04 0.00096 18.17 3.62 3401760 185020 22.85 4.51 "KNSTD" 1 "ANSTO" 3401760 185020 4.003 0.997 1 1 3.989 0.00605 0.00034 0.00015 0.00114 0.0012 22.85 4.51 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 798.073828863534 4.13409233429904 2.18322509099796 17.0627564370418 19.6817560743521 18.6287199582574
"S252WTS007" "CRSG2.s" "S252" "AUS" NA "TBA" 2 "CRNSM04072" "CRNST03637a" NA "AUS" "Kimberley (WA)" "AUS" "AU-WA" NA NA NA "Carson" "TTS" "TTS_06" "King Edward River" "Tanami-Timor Sea Coast" "NOK" "Northern Kimberley" 126.80405 -15.05324 "INTP_ND" -9999.99 NA "Cazes:2019kimberley" "OAID-000023" "Cazes" 2019 "Earth_Surf_Proc_Land_45" "10.1002/esp.4744" "Sa" 250 500 32752 "WGS84_UTM_52S" 29.42 233.25 51.33 85.51 99.29 -9999 -9999 -9999 NA 284132 9528 7.74 0.79 "07KNSTD" 1 "ANSTO" 284132 9528 0.771 0.998 1 1 0.769 0.00208 8e-05 0.00026 0.00047 0.00054 7.87 2.03 1435114 175651 9.89 1.52 "KNSTD" 1 "ANSTO" 1435114 175651 0.771 0.998 1 1 0.769 0.00314 0.00044 2e-04 0.00068 0.00084 11.84 3.16 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 985.535854282292 0.760528055227848 0.71699967299737 6.48057546776939 8.25633925734141 7.07140562811905
"S280WTS005" "SPC" "S280" "AUS" NA "TBA" 2 "CRNSM04405" "CRNST03935a" NA "AUS" "Kosciuszko Road" "AUS" "AU-NSW" NA NA NA "Spencers Creek" "SEV" "SEV_02" "Snowy River" "South East Coast (Victoria)" "AUA" "Australian Alps" 148.35584 -36.42729 "INTP_ND" -9999.99 NA "Fulop:2020conveyor" "OAID-000652" "F�l�p" 2020 "Science_Adv_6" "10.1126/sciadv.aaz8845" "Sa" 250 500 32755 "WGS84_UTM_55S" 20.31 1840 83.44 164.55 94.75 -9999 -9999 -9999 NA 653010 31030 15.07 3 "07KNSTD" 1 "ANSTO" 653010 31030 3.704 0.997 1 1 3.693 0.00399 2e-04 0.00016 0.00075 0.00079 15.07 3 4258120 241990 16.73 3.35 "KNSTD" 1 "ANSTO" 4258120 241990 3.704 0.997 1 1 3.693 0.00443 0.00027 1e-04 0.00084 0.00089 16.73 3.35 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 810.836174652537 3.78288561823062 2.07098748422827 14.0256132496267 16.2573554666339 15.2495108758784
"S003WTS005" "WP-8" "S003" "AUS" NA "10.4225/48/5a836cdfac9b5" 1 "CRNSM00013" "CRNST00009a" NA "AUS" "ND" "AUS" "AU-SA" NA NA NA "Cooper Creek-Bulloo River" "LEB" "LEB_01" "Cooper Creek-Bulloo River" "Lake Eyre Basin" "FLB" "Flinders Lofty Block" 138.575576 -31.557058 "INTP_ND" -9999.99 NA "Bierman:1998tracers" "OAID-000013" "Bierman" 1998 "incollection" "10.1016/b978-0-444-81546-0.50026-4" "ND" 0 0 32753 "WGS84_UTM_53S" 21.8 662.84 92.78 115.91 119.81 -9999 -9999 -9999 NA 991108 41871 5.43 1.34 "KNSTD" 0.9042 "LLNL-CAMS-Assumed" 896160 37860 1.393 0.998 1 1 1.39 0.00105 5e-05 7e-05 0.00022 0.00024 3.98 0.9 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS-Assumed" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_aus_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_aus_basins/crn_aus_basins.shp" 936.100122995231 1.4388349440733 1.16718997465891 3.88726280396959 4.80378371867482 3.97694543458332
"S224WTS016" "sample_14_part1" "S224" "INT" NA "TBA" 2 "CRNSM03925" "CRNST03526a" NA "USA" "Santa Lucia Mts. (CA)" NA NA NA NA NA "Limekiln Crk." NA NA "not applicable" "not applicable" NA "not applicable" -121.5176 36.0108 "INTP_ND" -9999.99 NA "Young:2018lucia" "OAID-000181" "Young" 2018 "Geol_Soc_Am_Bull_130" "10.1130/b31907.1" "Sa" 250 500 32610 "WGS84_UTM_10N" 21.85 726.93 296.82 480.28 158.8 -9999 -9999 -9999 NA 22100 400 286.79 19.19 "07KNSTD" 1 "LLNL-CAMS" 22100 400 1.649 0.968 1 1 1.599 0.05723 0.00104 0.00557 0.01099 0.01237 215.97 46.67 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 928.90024793331 1.64295577397303 1.26554762003925 179.991534975001 220.288524676174 218.592360746698
"S224WTS017" "sample_14_part2" "S224" "INT" NA "TBA" 2 "CRNSM03925" "CRNST03526a" NA "USA" "Santa Lucia Mts. (CA)" NA NA NA NA NA "Limekiln Crk." NA NA "not applicable" "not applicable" NA "not applicable" -121.5176 36.0108 "INTP_ND" -9999.99 NA "Young:2018lucia" "OAID-000181" "Young" 2018 "Geol_Soc_Am_Bull_130" "10.1130/b31907.1" "Sa" 250 500 32610 "WGS84_UTM_10N" 21.85 726.93 296.82 480.28 158.8 -9999 -9999 -9999 NA 23900 500 264.89 17.88 "07KNSTD" 1 "LLNL-CAMS" 23900 500 1.649 0.968 1 1 1.599 0.0529 0.00111 0.00514 0.01016 0.01144 199.61 43.19 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 928.90024793331 1.64295577397303 1.26554762003925 166.435687152616 203.697757127341 202.110260868093
"S186WTS046" "POT50" "S186" "INT" NA "TBA" 2 "CRNSM03460" "CRNST03106a" NA "USA" "Appalachians, Valley and Ridge" NA NA NA NA NA "Potomac Riv." NA NA "not applicable" "not applicable" NA "not applicable" -79.402005 38.889619 "INTP_ND" -9999.99 NA "Portenga:2019potomac" "OAID-000130" "Portenga" 2019 "Geol_Soc_Am_Bull_131" "10.1130/b31840.1" "Sa" 250 850 32617 "WGS84_UTM_17N" 20.14 1142.86 193.37 294.77 141.05 -9999 -9999 -9999 NA 495496 10918 14.9 1.2 "07KNSTD" 1 "LLNL-CAMS" 495496 10918 2.374 0.991 1 1 2.354 0.00341 8e-05 0.00019 0.00066 0.00069 12.88 2.62 -9999 -9999 -9999.99 -9999.99 NA 0 "LLNL-CAMS" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 883.256566411771 2.39386156908854 1.57749838988294 11.6970773309154 13.9374236516699 12.8471959719746
"S183WTS019" "MDR_CW_003" "S183" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM03374" "CRNST03022a" NA "NPL" "Nepalese Himalaya" NA NA NA NA NA "Seti Riv." NA NA "not applicable" "not applicable" NA "not applicable" 83.886652 28.336728 "INTP_ND" -9999.99 NA "Kim:2017seti" "OAID-000084" "Kim" 2017 "J_Mt_Sci_14" "10.1007/s11629-016-4282-y" "Sa" 250 710 32644 "WGS84_UTM_44N" 94.85 2558.31 826.6 584.5 207.03 -9999 -9999 -9999 NA 37800 200 502.8 2.9 "07KNSTD" 1 "KIST Seoul" 37800 200 5.228 0.949 1 1 4.945 0.09462 5e-04 0.00375 0.01713 0.01754 357.04 66.19 -9999 -9999 -9999.99 -9999.99 NA 0 "KIST Seoul" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 741.323843177101 5.00292400811442 2.48308536275955 320.442851513049 366.668843171969 365.546344757899
"S121WTS008" "Krug" "S121" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02256" "CRNST02023a" NA "AUT" "Eastern Alps" NA NA NA NA NA "Seckauer Tauern Mts." NA NA "not applicable" "not applicable" NA "not applicable" 14.657089 47.274227 "INTP_ND" -9999.99 NA "Dixon:2016alps" "OAID-000052" "Dixon" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-895-2016" "Sa" 250 500 32633 "WGS84_UTM_33N" 70.23 1594.43 301.43 401.41 165.52 -9999 -9999 -9999 NA 138100 7800 76.5 5.4 "S2007" 0.9124 "ETH-Zurich" 138100 7800 3.904 0.978 1 1 3.82 0.02013 0.00115 0.00095 0.00371 0.00399 75.96 15.07 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 835.77571323673 3.84261601809194 2.04405038234286 67.3677110436186 77.783311314117 76.5028609270214
"S121WTS026" "Triebental" "S121" "INT" NA "10.4225/48/5a8367feac9b2" 1 "CRNSM02274" "CRNST02040a" NA "AUT" "Eastern Alps" NA NA NA NA NA "Seckauer Tauern Mts." NA NA "not applicable" "not applicable" NA "not applicable" 14.516362 47.445009 "INTP_ND" -9999.99 NA "Dixon:2016alps" "OAID-000052" "Dixon" 2016 "Earth_Surf_Dynamics_4" "10.5194/esurf-4-895-2016" "Sa" 250 500 32633 "WGS84_UTM_33N" 54.51 1590.08 259.66 439.73 180.04 -9999 -9999 -9999 NA 45000 3800 228.7 21.8 "S2007" 0.9124 "ETH-Zurich" 45000 3800 3.875 0.972 1 1 3.766 0.06136 0.00524 0.00305 0.01124 0.01277 231.56 48.17 -9999 -9999 -9999.99 -9999.99 NA 0 "ETH-Zurich" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 836.22302199102 3.83969141327751 2.04265367574281 206.586667568877 238.529146181247 237.320701047748
"S226WTS015" "T35-CC" "S226" "INT" NA "TBA" 2 "CRNSM03949" "CRNST03543a" NA "ARG" "Quebrada del Toro, Southern Central Andes" NA NA NA NA NA "Rio Toro" NA NA "not applicable" "not applicable" NA "not applicable" -65.796662 -24.366666 "INTP_ND" -9999.99 NA "Tofelde:2018hillslope" "OAID-000162" "Tofelde" 2018 "Earth_Surf_Proc_Land_43" "10.1002/esp.4471" "Gr" 10000 30000 32720 "WGS84_UTM_20S" 71.9 3824.15 455.37 270.43 169.82 -9999 -9999 -9999 "Pebble sample. Denudation rate not given in original publication." 690382 22155 -9999.99 -9999.99 "07KNSTD" 1 "Cologne" 690382 22155 10.497 0.987 1 1 10.347 0.01046 0.00034 2e-04 0.00188 0.00192 39.47 7.24 -9999 -9999 -9999.99 -9999.99 NA 0 "Cologne" -9999 -9999 -99.999 -9.999 -9.999 -9.999 -99.999 -9.99999 -9.99999 -9.99999 -9.99999 -9.99999 -9999.99 -9999.99 "crn_int_basins" "/home/vincent/data/chantiers/monde/vecteurs/octopus_v2/crn_int_basins/crn_int_basins.shp" 630.600346798669 9.43844706724209 3.62459531615161 33.1001198425532 36.7946264854217 35.814286709395
